Energy=0.100000 eV
theta,rad   sq_contrib(lm)   cross_contrib(lml’m)   total_PAD
      2.450442      1.497262E-01     -4.615810E-02      1.035681E-01
      2.481858      1.503376E-01     -5.159273E-02      9.874489E-02
      2.513274      1.509392E-01     -5.694035E-02      9.399889E-02
      2.544690      1.515287E-01     -6.217986E-02      8.934883E-02
      2.576106      1.521037E-01     -6.729060E-02      8.481306E-02
      2.607522      1.526619E-01     -7.225238E-02      8.040949E-02
      2.638938      1.532011E-01     -7.704562E-02      7.615550E-02
      2.670354      1.537193E-01     -8.165141E-02      7.206787E-02
      2.701770      1.542143E-01     -8.605158E-02      6.816273E-02
      2.733186      1.546842E-01     -9.022875E-02      6.445550E-02
      2.764602      1.551272E-01     -9.416644E-02      6.096081E-02
      2.796017      1.555416E-01     -9.784911E-02      5.769245E-02
      2.827433      1.559255E-01     -1.012622E-01      5.466331E-02
      2.858849      1.562777E-01     -1.043923E-01      5.188536E-02
      2.890265      1.565966E-01     -1.072270E-01      4.936956E-02
      2.921681      1.568810E-01     -1.097552E-01      4.712583E-02
      2.953097      1.571298E-01     -1.119668E-01      4.516303E-02
      2.984513      1.573420E-01     -1.138531E-01      4.348890E-02
      3.015929      1.575168E-01     -1.154068E-01      4.211006E-02
      3.047345      1.576535E-01     -1.166216E-01      4.103194E-02
      3.078761      1.577515E-01     -1.174927E-01      4.025881E-02
      3.110177      1.578105E-01     -1.180168E-01      3.979370E-02
      3.141593      1.578301E-01     -1.181917E-01      3.963846E-02
__________________________________
Energy=1.900000 eV
theta,rad   sq_contrib(lm)   cross_contrib(lml’m)   total_PAD
      0.000000      1.477359E-01     -1.195241E-01      2.821180E-02
      0.031416      1.477133E-01     -1.193472E-01      2.836617E-02
      0.062832      1.476459E-01     -1.188172E-01      2.882870E-02
      0.094248      1.475338E-01     -1.179362E-01      2.959754E-02
      0.125664      1.473774E-01     -1.167078E-01      3.066968E-02
      0.157080      1.471775E-01     -1.151366E-01      3.204086E-02
      0.188496      1.469347E-01     -1.132290E-01      3.370570E-02
      0.219911      1.466501E-01     -1.109925E-01      3.565760E-02
      0.251327      1.463247E-01     -1.084358E-01      3.788888E-02
      0.282743      1.459599E-01     -1.055691E-01      4.039072E-02
      0.314159      1.455570E-01     -1.024038E-01      4.315325E-02
      0.345575      1.451177E-01     -9.895217E-02      4.616557E-02
      0.376991      1.446438E-01     -9.522798E-02      4.941580E-02
      0.408407      1.441370E-01     -9.124590E-02      5.289109E-02
      0.439823      1.435994E-01     -8.702164E-02      5.657774E-02
      0.471239      1.430331E-01     -8.257187E-02      6.046120E-02
      0.502655      1.424403E-01     -7.791416E-02      6.452615E-02
      0.534071      1.418234E-01     -7.306688E-02      6.875653E-02
      0.565487      1.411848E-01     -6.804917E-02      7.313566E-02
      0.596903      1.405271E-01     -6.288082E-02      7.764624E-02
      0.628319      1.398527E-01     -5.758224E-02      8.227049E-02
      0.659734      1.391645E-01     -5.217433E-02      8.699015E-02
      0.691150      1.384650E-01     -4.667845E-02      9.178660E-02
      0.722566      1.377572E-01     -4.111627E-02      9.664090E-02
      0.753982      1.370436E-01     -3.550975E-02      1.015339E-01
      0.785398      1.363273E-01     -2.988101E-02      1.064463E-01
      0.816814      1.356109E-01     -2.425228E-02      1.113587E-01
      0.848230      1.348974E-01     -1.864576E-02      1.162517E-01
      0.879646      1.341895E-01     -1.308358E-02      1.211060E-01
      0.911062      1.334901E-01     -7.587696E-03      1.259024E-01
      0.942478      1.328019E-01     -2.179791E-03      1.306221E-01
      0.973894      1.321275E-01      3.118791E-03      1.352463E-01
      1.005310      1.314698E-01      8.287137E-03      1.397569E-01
      1.036726      1.308312E-01      1.330485E-02      1.441360E-01
      1.068142      1.302143E-01      1.815213E-02      1.483664E-01
      1.099557      1.296215E-01      2.280984E-02      1.524314E-01
      1.130973      1.290552E-01      2.725961E-02      1.563148E-01
      1.162389      1.285176E-01      3.148387E-02      1.600015E-01
      1.193805      1.280108E-01      3.546595E-02      1.634768E-01
      1.225221      1.275368E-01      3.919014E-02      1.667270E-01
      1.256637      1.270976E-01      4.264173E-02      1.697393E-01
      1.288053      1.266947E-01      4.580711E-02      1.725018E-01
      1.319469      1.263299E-01      4.867378E-02      1.750037E-01
      1.350885      1.260045E-01      5.123044E-02      1.772349E-01
      1.382301      1.257199E-01      5.346698E-02      1.791869E-01
      1.413717      1.254771E-01      5.537459E-02      1.808517E-01
      1.445133      1.252771E-01      5.694573E-02      1.822229E-01
      1.476549      1.251208E-01      5.817420E-02      1.832950E-01
      1.507964      1.250087E-01      5.905517E-02      1.840639E-01
      1.539380      1.249412E-01      5.958514E-02      1.845264E-01
      1.570796      1.249187E-01      5.976203E-02      1.846808E-01
      1.602212      1.249412E-01      5.958514E-02      1.845264E-01
      1.633628      1.250087E-01      5.905517E-02      1.840639E-01
      1.665044      1.251208E-01      5.817420E-02      1.832950E-01
      1.696460      1.252771E-01      5.694573E-02      1.822229E-01
      1.727876      1.254771E-01      5.537459E-02      1.808517E-01
      1.759292      1.257199E-01      5.346698E-02      1.791869E-01
      1.790708      1.260045E-01      5.123044E-02      1.772349E-01
      1.822124      1.263299E-01      4.867378E-02      1.750037E-01
      1.853540      1.266947E-01      4.580711E-02      1.725018E-01
      1.884956      1.270976E-01      4.264173E-02      1.697393E-01
      1.916372      1.275368E-01      3.919014E-02      1.667270E-01
      1.947787      1.280108E-01      3.546595E-02      1.634768E-01
      1.979203      1.285176E-01      3.148387E-02      1.600015E-01
      2.010619      1.290552E-01      2.725961E-02      1.563148E-01
      2.042035      1.296215E-01      2.280984E-02      1.524314E-01
      2.073451      1.302143E-01      1.815213E-02      1.483664E-01
      2.104867      1.308312E-01      1.330485E-02      1.441360E-01
      2.136283      1.314698E-01      8.287137E-03      1.397569E-01
      2.167699      1.321275E-01      3.118791E-03      1.352463E-01
      2.199115      1.328019E-01     -2.179791E-03      1.306221E-01
      2.230531      1.334901E-01     -7.587696E-03      1.259024E-01
      2.261947      1.341895E-01     -1.308358E-02      1.211060E-01
      2.293363      1.348974E-01     -1.864576E-02      1.162517E-01
      2.324779      1.356109E-01     -2.425228E-02      1.113587E-01
      2.356194      1.363273E-01     -2.988101E-02      1.064463E-01
      2.387610      1.370436E-01     -3.550975E-02      1.015339E-01
      2.419026      1.377572E-01     -4.111627E-02      9.664090E-02
      2.450442      1.384650E-01     -4.667845E-02      9.178660E-02
      2.481858      1.391645E-01     -5.217433E-02      8.699015E-02
      2.513274      1.398527E-01     -5.758224E-02      8.227049E-02
      2.544690      1.405271E-01     -6.288082E-02      7.764624E-02
      2.576106      1.411848E-01     -6.804917E-02      7.313566E-02
      2.607522      1.418234E-01     -7.306688E-02      6.875653E-02
      2.638938      1.424403E-01     -7.791416E-02      6.452615E-02
      2.670354      1.430331E-01     -8.257187E-02      6.046120E-02
      2.701770      1.435994E-01     -8.702164E-02      5.657774E-02
      2.733186      1.441370E-01     -9.124590E-02      5.289109E-02
      2.764602      1.446438E-01     -9.522798E-02      4.941580E-02
      2.796017      1.451177E-01     -9.895217E-02      4.616557E-02
      2.827433      1.455570E-01     -1.024038E-01      4.315325E-02
      2.858849      1.459599E-01     -1.055691E-01      4.039072E-02
      2.890265      1.463247E-01     -1.084358E-01      3.788888E-02
      2.921681      1.466501E-01     -1.109925E-01      3.565760E-02
      2.953097      1.469347E-01     -1.132290E-01      3.370570E-02
      2.984513      1.471775E-01     -1.151366E-01      3.204086E-02
      3.015929      1.473774E-01     -1.167078E-01      3.066968E-02
      3.047345      1.475338E-01     -1.179362E-01      2.959754E-02
      3.078761      1.476459E-01     -1.188172E-01      2.882870E-02
      3.110177      1.477133E-01     -1.193472E-01      2.836617E-02
      3.141593      1.477359E-01     -1.195241E-01      2.821180E-02
__________________________________
Energy=2.100000 eV
theta,rad   sq_contrib(lm)   cross_contrib(lml’m)   total_PAD
      0.000000      1.390121E-01     -1.196096E-01      1.940245E-02
      0.031416      1.389869E-01     -1.194326E-01      1.955427E-02
      0.062832      1.389114E-01     -1.189023E-01      2.000913E-02
      0.094248      1.387859E-01     -1.180207E-01      2.076525E-02
      0.125664      1.386109E-01     -1.167913E-01      2.181962E-02
      0.157080      1.383871E-01     -1.152190E-01      2.316810E-02
      0.188496      1.381154E-01     -1.133101E-01      2.480536E-02
      0.219911      1.377969E-01     -1.110719E-01      2.672494E-02
      0.251327      1.374327E-01     -1.085134E-01      2.891926E-02
      0.282743      1.370244E-01     -1.056447E-01      3.137967E-02
      0.314159      1.365735E-01     -1.024771E-01      3.409645E-02
      0.345575      1.360819E-01     -9.902300E-02      3.705888E-02
      0.376991      1.355514E-01     -9.529615E-02      4.025527E-02
      0.408407      1.349842E-01     -9.131122E-02      4.367301E-02
      0.439823      1.343825E-01     -8.708394E-02      4.729860E-02
      0.471239      1.337487E-01     -8.263098E-02      5.111774E-02
      0.502655      1.330853E-01     -7.796993E-02      5.511536E-02
      0.534071      1.323949E-01     -7.311918E-02      5.927568E-02
      0.565487      1.316802E-01     -6.809788E-02      6.358228E-02
      0.596903      1.309440E-01     -6.292583E-02      6.801817E-02
      0.628319      1.301893E-01     -5.762346E-02      7.256583E-02
      0.659734      1.294190E-01     -5.221168E-02      7.720732E-02
      0.691150      1.286362E-01     -4.671186E-02      8.192433E-02
      0.722566      1.278439E-01     -4.114570E-02      8.669823E-02
      0.753982      1.270454E-01     -3.553517E-02      9.151019E-02
      0.785398      1.262436E-01     -2.990240E-02      9.634122E-02
      0.816814      1.254419E-01     -2.426964E-02      1.011722E-01
      0.848230      1.246433E-01     -1.865911E-02      1.059842E-01
      0.879646      1.238511E-01     -1.309295E-02      1.107581E-01
      0.911062      1.230682E-01     -7.593128E-03      1.154751E-01
      0.942478      1.222980E-01     -2.181351E-03      1.201166E-01
      0.973894      1.215432E-01      3.121023E-03      1.246643E-01
      1.005310      1.208071E-01      8.293069E-03      1.291001E-01
      1.036726      1.200924E-01      1.331438E-02      1.334067E-01
      1.068142      1.194019E-01      1.816512E-02      1.375671E-01
      1.099557      1.187385E-01      2.282617E-02      1.415647E-01
      1.130973      1.181047E-01      2.727913E-02      1.453838E-01
      1.162389      1.175030E-01      3.150641E-02      1.490094E-01
      1.193805      1.169358E-01      3.549134E-02      1.524272E-01
      1.225221      1.164054E-01      3.921819E-02      1.556236E-01
      1.256637      1.159137E-01      4.267226E-02      1.585860E-01
      1.288053      1.154629E-01      4.583990E-02      1.613028E-01
      1.319469      1.150545E-01      4.870863E-02      1.637632E-01
      1.350885      1.146904E-01      5.126711E-02      1.659575E-01
      1.382301      1.143718E-01      5.350525E-02      1.678771E-01
      1.413717      1.141001E-01      5.541423E-02      1.695143E-01
      1.445133      1.138763E-01      5.698649E-02      1.708628E-01
      1.476549      1.137013E-01      5.821585E-02      1.719172E-01
      1.507964      1.135759E-01      5.909744E-02      1.726733E-01
      1.539380      1.135004E-01      5.962779E-02      1.731282E-01
      1.570796      1.134752E-01      5.980481E-02      1.732800E-01
      1.602212      1.135004E-01      5.962779E-02      1.731282E-01
      1.633628      1.135759E-01      5.909744E-02      1.726733E-01
      1.665044      1.137013E-01      5.821585E-02      1.719172E-01
      1.696460      1.138763E-01      5.698649E-02      1.708628E-01
      1.727876      1.141001E-01      5.541423E-02      1.695143E-01
      1.759292      1.143718E-01      5.350525E-02      1.678771E-01
      1.790708      1.146904E-01      5.126711E-02      1.659575E-01
      1.822124      1.150545E-01      4.870863E-02      1.637632E-01
      1.853540      1.154629E-01      4.583990E-02      1.613028E-01
      1.884956      1.159137E-01      4.267226E-02      1.585860E-01
      1.916372      1.164054E-01      3.921819E-02      1.556236E-01
      1.947787      1.169358E-01      3.549134E-02      1.524272E-01
      1.979203      1.175030E-01      3.150641E-02      1.490094E-01
      2.010619      1.181047E-01      2.727913E-02      1.453838E-01
      2.042035      1.187385E-01      2.282617E-02      1.415647E-01
      2.073451      1.194019E-01      1.816512E-02      1.375671E-01
      2.104867      1.200924E-01      1.331438E-02      1.334067E-01
      2.136283      1.208071E-01      8.293069E-03      1.291001E-01
      2.167699      1.215432E-01      3.121023E-03      1.246643E-01
      2.199115      1.222980E-01     -2.181351E-03      1.201166E-01
      2.230531      1.230682E-01     -7.593128E-03      1.154751E-01
      2.261947      1.238511E-01     -1.309295E-02      1.107581E-01
      2.293363      1.246433E-01     -1.865911E-02      1.059842E-01
      2.324779      1.254419E-01     -2.426964E-02      1.011722E-01
      2.356194      1.262436E-01     -2.990240E-02      9.634122E-02
      2.387610      1.270454E-01     -3.553517E-02      9.151019E-02
      2.419026      1.278439E-01     -4.114570E-02      8.669823E-02
      2.450442      1.286362E-01     -4.671186E-02      8.192433E-02
      2.481858      1.294190E-01     -5.221168E-02      7.720732E-02
      2.513274      1.301893E-01     -5.762346E-02      7.256583E-02
      2.544690      1.309440E-01     -6.292583E-02      6.801817E-02
      2.576106      1.316802E-01     -6.809788E-02      6.358228E-02
      2.607522      1.323949E-01     -7.311918E-02      5.927568E-02
      2.638938      1.330853E-01     -7.796993E-02      5.511536E-02
      2.670354      1.337487E-01     -8.263098E-02      5.111774E-02
      2.701770      1.343825E-01     -8.708394E-02      4.729860E-02
      2.733186      1.349842E-01     -9.131122E-02      4.367301E-02
      2.764602      1.355514E-01     -9.529615E-02      4.025527E-02
      2.796017      1.360819E-01     -9.902300E-02      3.705888E-02
      2.827433      1.365735E-01     -1.024771E-01      3.409645E-02
      2.858849      1.370244E-01     -1.056447E-01      3.137967E-02
      2.890265      1.374327E-01     -1.085134E-01      2.891926E-02
      2.921681      1.377969E-01     -1.110719E-01      2.672494E-02
      2.953097      1.381154E-01     -1.133101E-01      2.480536E-02
      2.984513      1.383871E-01     -1.152190E-01      2.316810E-02
      3.015929      1.386109E-01     -1.167913E-01      2.181962E-02
      3.047345      1.387859E-01     -1.180207E-01      2.076525E-02
      3.078761      1.389114E-01     -1.189023E-01      2.000913E-02
      3.110177      1.389869E-01     -1.194326E-01      1.955427E-02
      3.141593      1.390121E-01     -1.196096E-01      1.940245E-02
__________________________________
